pair_id,image_type,image_path,paired_image_path,image_name,paired_image_name,pair_status,metadata_source,image_width,image_height,gps_latitude,gps_longitude,center_x_2326,center_y_2326,altitude_used_m,altitude_source,focal_length_mm,focal_length_35mm,sensor_width_mm,sensor_height_mm,sensor_source,horizontal_fov_deg,vertical_fov_deg,fov_source,camera_profile_used,footprint_parameter_source,fallback_used,aperture_ignored,gimbal_yaw_degree,flight_yaw_degree,yaw_source,yaw_heading_assumption,ground_width_m,ground_height_m,footprint_area_m2,gsd_x_m_per_px,gsd_y_m_per_px,min_x_2326,max_x_2326,min_y_2326,max_y_2326,nw_x_2326,nw_y_2326,ne_x_2326,ne_y_2326,se_x_2326,se_y_2326,sw_x_2326,sw_y_2326,nw_lat,nw_lon,ne_lat,ne_lon,se_lat,se_lon,sw_lat,sw_lon,status,warning_message
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143416_0013,visible,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143416_0013_V.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143416_0013_T.JPG,DJI_20260107143416_0013_V.JPG,DJI_20260107143416_0013_T.JPG,paired,data/metadata/dji_image_metadata.csv,4032.0,3024.0,22.33565833333333,114.26325833333334,845167.0584054542,821846.9043166089,401.153,EXIF/XMP RelativeAltitude,6.7,24.0,9.662877418243491,7.24715806368262,derived from EXIF/XMP focal_length_35mm and target image aspect,71.59151982941417,56.81194376019049,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,visible_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.3,-2.3,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,578.5510843224826,433.9133132418618,251041.01787804015,0.14348985226252048,0.14348985226252042,844877.782863293,845456.3339476153,821629.947659988,822063.8609732299,844877.782863293,822063.8609732299,845456.3339476153,822063.8609732299,845456.3339476153,821629.947659988,844877.782863293,821629.947659988,22.337619046596682,114.2604514836418,22.33761605109612,114.26606760545106,22.333697568387738,114.26606511229464,22.333700563316977,114.26044914739244,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143416_0013,thermal,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143416_0013_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143416_0013_V.JPG,DJI_20260107143416_0013_T.JPG,DJI_20260107143416_0013_V.JPG,paired,data/metadata/dji_image_metadata.csv,640.0,512.0,22.33565833333333,114.26325833333334,845167.0584054542,821846.9043166089,401.131,EXIF/XMP RelativeAltitude,12.0,52.0,7.79666547283578,6.237332378268624,derived from EXIF/XMP focal_length_35mm and target image aspect,35.99392244790114,29.13650161648791,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,thermal_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.3,-2.3,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,260.6236848153408,208.49894785227258,54339.76406938087,0.40722450752397005,0.4072245075239699,845036.7465630465,845297.3702478618,821742.6548426828,821951.153790535,845036.7465630465,821951.153790535,845297.3702478618,821951.153790535,845297.3702478618,821742.6548426828,845036.7465630465,821742.6548426828,22.336600433389485,114.26199396102834,22.33659908405363,114.26452387373209,22.334716220517397,114.26452269646543,22.334717569729577,114.26199281772543,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143418_0014,visible,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143418_0014_V.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143418_0014_T.JPG,DJI_20260107143418_0014_V.JPG,DJI_20260107143418_0014_T.JPG,paired,data/metadata/dji_image_metadata.csv,4032.0,3024.0,22.335641666666664,114.26325833333334,845167.0594635009,821845.0587334654,401.161,EXIF/XMP RelativeAltitude,6.7,24.0,9.662877418243491,7.24715806368262,derived from EXIF/XMP focal_length_35mm and target image aspect,71.59151982941417,56.81194376019049,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,visible_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-0.5,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,578.562622086564,433.92196656492285,251051.03075676013,0.1434927138111518,0.14349271381115175,844877.7781524576,845456.3407745442,821628.097750183,822062.0197167478,844877.7781524576,822062.0197167478,845456.3407745442,822062.0197167478,845456.3407745442,821628.097750183,844877.7781524576,821628.097750183,22.3376024190341,114.26045142799802,22.337599423475865,114.26606766114097,22.33368086261507,114.2660651679353,22.33368385760195,114.26044909170551,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143418_0014,thermal,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143418_0014_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143418_0014_V.JPG,DJI_20260107143418_0014_T.JPG,DJI_20260107143418_0014_V.JPG,paired,data/metadata/dji_image_metadata.csv,640.0,512.0,22.335641666666664,114.26325833333334,845167.0594635009,821845.0587334654,401.168,EXIF/XMP RelativeAltitude,12.0,52.0,7.79666547283578,6.237332378268624,derived from EXIF/XMP focal_length_35mm and target image aspect,35.99392244790114,29.13650161648791,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,thermal_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-0.5,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,260.64772453388207,208.5181796271056,54349.78904375236,0.40726206958419076,0.40726206958419064,845036.7356012339,845297.3833257678,821740.7996436518,821949.317823279,845036.7356012339,821949.317823279,845297.3833257678,821949.317823279,845297.3833257678,821740.7996436518,845036.7356012339,821740.7996436518,22.3365838536225,114.26199384455238,22.33658250416312,114.2645239903141,22.33469946694922,114.26452281293825,22.33470081628491,114.2619927011465,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143426_0015,visible,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143426_0015_V.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143426_0015_T.JPG,DJI_20260107143426_0015_V.JPG,DJI_20260107143426_0015_T.JPG,paired,data/metadata/dji_image_metadata.csv,4032.0,3024.0,22.335066666666663,114.26325277777778,845166.5236436465,821781.3857892763,401.465,EXIF/XMP RelativeAltitude,6.7,24.0,9.662877418243491,7.24715806368262,derived from EXIF/XMP focal_length_35mm and target image aspect,71.59151982941417,56.81194376019049,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,visible_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-0.6,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,579.0010571216603,434.25079284124513,251431.66811100006,0.14360145265914195,0.1436014526591419,844877.0231150857,845456.0241722073,821564.2603928557,821998.5111856969,844877.0231150857,821998.5111856969,845456.0241722073,821998.5111856969,845456.0241722073,821564.2603928557,844877.0231150857,821564.2603928557,22.337028904883404,114.26044375674529,22.337025907319223,114.266064222888,22.33310437669354,114.2660617279592,22.333107373685536,114.26044141896244,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143426_0015,thermal,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143426_0015_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143426_0015_V.JPG,DJI_20260107143426_0015_T.JPG,DJI_20260107143426_0015_V.JPG,paired,data/metadata/dji_image_metadata.csv,640.0,512.0,22.335066666666663,114.26325277777778,845166.5236436465,821781.3857892763,401.474,EXIF/XMP RelativeAltitude,12.0,52.0,7.79666547283578,6.237332378268624,derived from EXIF/XMP focal_length_35mm and target image aspect,35.99392244790114,29.13650161648791,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,thermal_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-0.6,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,260.8465395034394,208.67723160275145,54432.73373673547,0.40757271797412403,0.4075727179741239,845036.1003738948,845296.9469133982,821677.0471734749,821885.7244050778,845036.1003738948,821885.7244050778,845296.9469133982,821885.7244050778,845296.9469133982,821677.0471734749,845036.1003738948,821677.0471734749,22.336009572301858,114.26198732960609,22.33600822193218,114.26451939492595,22.334123748255433,114.26451821674685,22.33412509850126,114.2619861854477,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143435_0016,visible,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143435_0016_V.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143435_0016_T.JPG,DJI_20260107143435_0016_V.JPG,DJI_20260107143435_0016_T.JPG,paired,data/metadata/dji_image_metadata.csv,4032.0,3024.0,22.334391666666665,114.26324166666669,845165.4218406094,821706.6390243743,401.669,EXIF/XMP RelativeAltitude,6.7,24.0,9.662877418243491,7.24715806368262,derived from EXIF/XMP focal_length_35mm and target image aspect,71.59151982941417,56.81194376019049,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,visible_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-0.6,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,579.2952701057383,434.47145257930356,251687.25747516012,0.14367442214924064,0.1436744221492406,844875.7742055565,845455.0694756623,821489.4032980846,821923.874750664,844875.7742055565,821923.874750664,845455.0694756623,821923.874750664,845455.0694756623,821489.4032980846,844875.7742055565,821489.4032980846,22.33635490189091,114.2604312315752,22.336351903273094,114.2660545266719,22.332428379638383,114.26605203082885,22.332431377683527,114.26042889303179,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143435_0016,thermal,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143435_0016_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143435_0016_V.JPG,DJI_20260107143435_0016_T.JPG,DJI_20260107143435_0016_V.JPG,paired,data/metadata/dji_image_metadata.csv,640.0,512.0,22.334391666666665,114.26324166666669,845165.4218406094,821706.6390243743,401.675,EXIF/XMP RelativeAltitude,12.0,52.0,7.79666547283578,6.237332378268624,derived from EXIF/XMP focal_length_35mm and target image aspect,35.99392244790114,29.13650161648791,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,thermal_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-0.7,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,260.9771336501094,208.78170692008746,54487.25143058164,0.40777677132829593,0.4077767713282958,845034.9332737844,845295.9104074345,821602.2481709142,821811.0298778344,845034.9332737844,821811.0298778344,845295.9104074345,821811.0298778344,845295.9104074345,821602.2481709142,845034.9332737844,821602.2481709142,22.3353350443437,114.26197559093706,22.33533369350949,114.26450891176515,22.333448276204457,114.26450773317595,22.33344962691468,114.26197444640135,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143443_0017,visible,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143443_0017_V.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143443_0017_T.JPG,DJI_20260107143443_0017_V.JPG,DJI_20260107143443_0017_T.JPG,paired,data/metadata/dji_image_metadata.csv,4032.0,3024.0,22.33386944444444,114.26323333333332,845164.596493894,821648.8102713836,401.727,EXIF/XMP RelativeAltitude,6.7,24.0,9.662877418243491,7.24715806368262,derived from EXIF/XMP focal_length_35mm and target image aspect,71.59151982941417,56.81194376019049,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,visible_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-0.8,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,579.378918895329,434.5341891714966,251759.94874524008,0.1436951683768177,0.14369516837681767,844874.9070344464,845454.2859533416,821431.5431767979,821866.0773659693,844874.9070344464,821866.0773659693,845454.2859533416,821866.0773659693,845454.2859533416,821431.5431767979,844874.9070344464,821431.5431767979,22.335832963101673,114.26042250273812,22.335829964405114,114.26604658889543,22.331905873970634,114.2660440929777,22.331908872094417,114.26042016416082,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143443_0017,thermal,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143443_0017_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143443_0017_V.JPG,DJI_20260107143443_0017_T.JPG,DJI_20260107143443_0017_V.JPG,paired,data/metadata/dji_image_metadata.csv,640.0,512.0,22.33386944444444,114.26323333333332,845164.596493894,821648.8102713836,401.731,EXIF/XMP RelativeAltitude,12.0,52.0,7.79666547283578,6.237332378268624,derived from EXIF/XMP focal_length_35mm and target image aspect,35.99392244790114,29.13650161648791,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,thermal_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-0.7,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,261.0135180889826,208.81081447118603,54502.44530015011,0.40783362201403534,0.4078336220140352,845034.0897348495,845295.1032529385,821544.404864148,821753.2156786192,845034.0897348495,821753.2156786192,845295.1032529385,821753.2156786192,845295.1032529385,821544.404864148,845034.0897348495,821544.404864148,22.33481295362435,114.26196708573578,22.334811602761405,114.26450075031893,22.332925922477205,114.26449957170517,22.332927273216136,114.261965941184,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143452_0018,visible,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143452_0018_V.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143452_0018_T.JPG,DJI_20260107143452_0018_V.JPG,DJI_20260107143452_0018_T.JPG,paired,data/metadata/dji_image_metadata.csv,4032.0,3024.0,22.333216666666665,114.263225,845163.7794240847,821576.5244584371,401.72,EXIF/XMP RelativeAltitude,6.7,24.0,9.662877418243491,7.24715806368262,derived from EXIF/XMP focal_length_35mm and target image aspect,71.59151982941417,56.81194376019049,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,visible_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-1.6,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,579.3688233517578,434.5266175138182,251751.17510400017,0.14369266452176532,0.1436926645217653,844874.0950124088,845453.4638357606,821359.2611496802,821793.787767194,844874.0950124088,821793.787767194,845453.4638357606,821793.787767194,845453.4638357606,821359.2611496802,844874.0950124088,821359.2611496802,22.335180151084074,114.26041423131521,22.335177152810317,114.26603819329816,22.33125313043642,114.26603569773833,22.331256128137486,114.26041189308451,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143452_0018,thermal,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143452_0018_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143452_0018_V.JPG,DJI_20260107143452_0018_T.JPG,DJI_20260107143452_0018_V.JPG,paired,data/metadata/dji_image_metadata.csv,640.0,512.0,22.333216666666665,114.263225,845163.7794240847,821576.5244584371,401.724,EXIF/XMP RelativeAltitude,12.0,52.0,7.79666547283578,6.237332378268624,derived from EXIF/XMP focal_length_35mm and target image aspect,35.99392244790114,29.13650161648791,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,thermal_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-1.6,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,261.0089700341235,208.8071760272987,54500.545950619155,0.40782651567831796,0.4078265156783178,845033.2749390677,845294.2839091017,821472.1208704235,821680.9280464507,845033.2749390677,821680.9280464507,845294.2839091017,821680.9280464507,845294.2839091017,821472.1208704235,845033.2749390677,821472.1208704235,22.334160159399172,114.26195878028693,22.33415880872669,114.26449238893058,22.332273161147974,114.26449121048734,22.332274511696472,114.2619576359032,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::sample_0019,visible,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143501_0019_V.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143502_0019_T.JPG,DJI_20260107143501_0019_V.JPG,DJI_20260107143502_0019_T.JPG,paired,data/metadata/dji_image_metadata.csv,4032.0,3024.0,22.333205555555555,114.2639138888889,845234.7489997215,821575.3348978458,402.003,EXIF/XMP RelativeAltitude,6.7,24.0,9.662877418243491,7.24715806368262,derived from EXIF/XMP focal_length_35mm and target image aspect,71.59151982941417,56.81194376019049,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,visible_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.4,0.1,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,579.7769717561403,434.832728817105,252106.00273404008,0.14379389180459828,0.14379389180459823,844944.8605138434,845524.6374855996,821357.9185334372,821792.7512622543,844944.8605138434,821792.7512622543,845524.6374855996,821792.7512622543,845524.6374855996,821357.9185334372,844944.8605138434,821357.9185334372,22.335170435103603,114.26110114998329,22.3351674107943,114.26672907339142,22.331240624129155,114.26672655673407,22.331243647860312,114.26109879087667,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::sample_0019,thermal,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143502_0019_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143501_0019_V.JPG,DJI_20260107143502_0019_T.JPG,DJI_20260107143501_0019_V.JPG,paired,data/metadata/dji_image_metadata.csv,640.0,512.0,22.333205555555555,114.26391666666666,845235.0351645233,821575.3350631314,401.945,EXIF/XMP RelativeAltitude,12.0,52.0,7.79666547283578,6.237332378268624,derived from EXIF/XMP focal_length_35mm and target image aspect,35.99392244790114,29.13650161648791,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,thermal_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.3,0.1,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,261.1525586232482,208.9220468985985,54560.52710037525,0.4080508728488253,0.4080508728488252,845104.4588852116,845365.611443835,821470.8740396821,821679.7960865807,845104.4588852116,821679.7960865807,845365.611443835,821679.7960865807,845365.611443835,821470.8740396821,845104.4588852116,821470.8740396821,22.33414957272298,114.26264975513614,22.334148210488674,114.26518475735396,22.33226152559268,114.26518356895038,22.33226288770187,114.2626486008295,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143503_0020,visible,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143503_0020_V.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143503_0020_T.JPG,DJI_20260107143503_0020_V.JPG,DJI_20260107143503_0020_T.JPG,paired,data/metadata/dji_image_metadata.csv,4032.0,3024.0,22.333205555555555,114.26392777777778,845236.1798237358,821575.335724322,401.688,EXIF/XMP RelativeAltitude,6.7,24.0,9.662877418243491,7.24715806368262,derived from EXIF/XMP focal_length_35mm and target image aspect,71.59151982941417,56.81194376019049,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,visible_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-0.4,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,579.3226722954317,434.4920042215737,251711.0689766401,0.14368121832724,0.14368121832723998,844946.5184875882,845525.8411598835,821358.0897222112,821792.5817264328,844946.5184875882,821792.5817264328,845525.8411598835,821792.5817264328,845525.8411598835,821358.0897222112,844946.5184875882,821358.0897222112,22.335168895729076,114.26111724309676,22.335165873307783,114.2667407565341,22.33124216358061,114.26673824152189,22.331245185424546,114.26111488538851,ok,
20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143503_0020,thermal,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143503_0020_T.JPG,data/raw/HKUST/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143503_0020_V.JPG,DJI_20260107143503_0020_T.JPG,DJI_20260107143503_0020_V.JPG,paired,data/metadata/dji_image_metadata.csv,640.0,512.0,22.333205555555555,114.26392777777778,845236.1798237358,821575.335724322,401.673,EXIF/XMP RelativeAltitude,12.0,52.0,7.79666547283578,6.237332378268624,derived from EXIF/XMP focal_length_35mm and target image aspect,35.99392244790114,29.13650161648791,computed from EXIF/XMP focal length + 35mm-equivalent-derived sensor size,thermal_profile,EXIF/XMP focal length + focal_length_35mm-derived sensor size,False,True,-179.2,-0.4,EXIF/XMP gimbal_yaw_degree,not applied; approximate north-up rectangular footprint,260.9758342058639,208.78066736469106,54486.70883155724,0.4077747409466624,0.4077747409466622,845105.6919066329,845366.6677408388,821470.9453906397,821679.7260580043,845105.6919066329,821679.7260580043,845366.6677408388,821679.7260580043,845366.6677408388,821470.9453906397,845105.6919066329,821470.9453906397,22.33414893398657,114.26266172366176,22.334147572500456,114.26519501040725,22.332262164342588,114.26519382267003,22.33226352570373,114.26266056997538,ok,
